App,Category,Rating,Reviews,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Size in MB
"Yatra - Flights, Hotels, Bus, Trains & Cabs",TRAVEL_AND_LOCAL,4.5,251037,10000000,Free,0.0,Everyone,Travel & Local,05-08-2018,13.0.16,4.1 and up,26.0
Fly Delta,TRAVEL_AND_LOCAL,3.7,27560,5000000,Free,0.0,Everyone,Travel & Local,31-07-2018,4.13.2,5.0 and up,46.0
Despegar.com Hotels and Flights,TRAVEL_AND_LOCAL,4.4,150932,10000000,Free,0.0,Everyone,Travel & Local,30-07-2018,9.1.0,4.1 and up,27.0
Navigation Plus,TRAVEL_AND_LOCAL,4.1,928,1000000,Free,0.0,Everyone,Travel & Local,09-01-2018,11.0.269 (m),4.1 and up,14.0
Poynt,TRAVEL_AND_LOCAL,4.0,26665,5000000,Free,0.0,Everyone,Travel & Local,29-03-2018,2.5.26,4.1 and up,10.0
Gaode Map,TRAVEL_AND_LOCAL,3.9,13275,1000000,Free,0.0,Everyone,Travel & Local,03-07-2018,8.60.0.2586,4.0 and up,71.0
"Priceline Hotel Deals, Rental Cars & Flights",TRAVEL_AND_LOCAL,4.4,48930,5000000,Free,0.0,Everyone,Travel & Local,26-07-2018,4.38.176,4.4 and up,15.0
Free Radar Detector,TRAVEL_AND_LOCAL,4.3,15680,1000000,Free,0.0,Everyone,Travel & Local,06-07-2018,6.2.3,4.1 and up,11.0
Where to travel - ticket. hotel. train ticket. car ticket. travel. tickets,TRAVEL_AND_LOCAL,4.2,5112,1000000,Free,0.0,Everyone,Travel & Local,27-07-2018,8.8.2,4.4 and up,62.0
United Airlines,TRAVEL_AND_LOCAL,3.5,30447,5000000,Free,0.0,Everyone,Travel & Local,20-07-2018,2.1.56,5.0 and up,80.0
NTES,TRAVEL_AND_LOCAL,4.3,165299,10000000,Free,0.0,Everyone,Travel & Local,30-07-2018,8.0,4.1 and up,5.4
Where is my Train : Indian Railway & PNR Status,TRAVEL_AND_LOCAL,4.7,620534,10000000,Free,0.0,Everyone,Travel & Local,30-07-2018,5.7.3,4.0.3 and up,9.8
Gormey: Find Best Restaurants,TRAVEL_AND_LOCAL,4.3,34,1000,Free,0.0,Everyone,Travel & Local,29-08-2017,2.3,4.0.3 and up,7.6
Find Dining Restaurant Finder,TRAVEL_AND_LOCAL,4.1,427,100000,Free,0.0,Everyone,Travel & Local,21-03-2016,1.2.1,4.1 and up,26.0
Urbanspoon Restaurant Reviews,TRAVEL_AND_LOCAL,4.2,35560,5000000,Free,0.0,Everyone,Travel & Local,05-07-2016,4.0.21,4.0.3 and up,13.0
Qatar Airways,TRAVEL_AND_LOCAL,4.3,11182,1000000,Free,0.0,Everyone,Travel & Local,30-07-2018,11.26,4.1 and up,62.0
Hipmunk Hotels & Flights,TRAVEL_AND_LOCAL,4.3,16734,1000000,Free,0.0,Everyone,Travel & Local,31-07-2018,8.8.2,5.0 and up,10.0
CWT To Go,TRAVEL_AND_LOCAL,4.4,20313,100000,Free,0.0,Everyone,Travel & Local,05-08-2018,17.7.8,4.4 and up,57.0
British Airways,TRAVEL_AND_LOCAL,4.2,25740,1000000,Free,0.0,Everyone,Travel & Local,24-07-2018,4.20,4.4 and up,51.0
Cheap Flights & Hotels momondo,TRAVEL_AND_LOCAL,4.2,42546,5000000,Free,0.0,Everyone,Travel & Local,25-04-2018,7.6.5,4.4 and up,24.0
JetBlue,TRAVEL_AND_LOCAL,4.4,24281,1000000,Free,0.0,Everyone,Travel & Local,25-07-2018,4.4.2,4.4 and up,29.0
Flights,TRAVEL_AND_LOCAL,4.4,18039,1000000,Free,0.0,Everyone,Travel & Local,26-07-2018,3.6.6,4.1 and up,3.1
The Emirates App,TRAVEL_AND_LOCAL,4.4,22748,1000000,Free,0.0,Everyone,Travel & Local,06-08-2018,4.7.1,5.0 and up,55.0
Cheapflights – Flight Search,TRAVEL_AND_LOCAL,4.4,47780,5000000,Free,0.0,Everyone,Travel & Local,31-07-2018,Varies with device,Varies with device,19.0
KLM - Royal Dutch Airlines,TRAVEL_AND_LOCAL,3.7,7705,1000000,Free,0.0,Everyone,Travel & Local,06-08-2018,9.7.1,4.1 and up,40.0
Lufthansa,TRAVEL_AND_LOCAL,3.6,14544,1000000,Free,0.0,Everyone,Travel & Local,27-07-2018,7.2.5,4.1 and up,43.0
easyJet: Travel App,TRAVEL_AND_LOCAL,4.4,134895,10000000,Free,0.0,Everyone,Travel & Local,01-07-2018,2.32.2,4.2 and up,50.0
LateRooms: Find Hotel Deals,TRAVEL_AND_LOCAL,4.1,2419,1000000,Free,0.0,Everyone,Travel & Local,29-05-2018,1.24.5,4.1 and up,13.0
HOTEL DEALS,TRAVEL_AND_LOCAL,4.2,1609,100000,Free,0.0,Everyone,Travel & Local,26-04-2018,53.89.55,4.1 and up,4.0
IHG®: Hotel Deals & Rewards,TRAVEL_AND_LOCAL,4.3,18622,1000000,Free,0.0,Everyone,Travel & Local,03-08-2018,4.15.1,4.4 and up,44.0
SPG: Starwood Hotels & Resorts,TRAVEL_AND_LOCAL,4.2,8258,1000000,Free,0.0,Everyone,Travel & Local,03-07-2018,v5.4.3,4.4 and up,22.0
Hotels Combined - Cheap deals,TRAVEL_AND_LOCAL,4.1,17202,5000000,Free,0.0,Everyone,Travel & Local,13-11-2017,4.9.2,4.1 and up,12.0
Turo - Better Than Car Rental,TRAVEL_AND_LOCAL,4.4,14114,1000000,Free,0.0,Everyone,Travel & Local,04-08-2018,18.21.0,5.0 and up,46.0
Ascape VR: 360° Virtual Travel,TRAVEL_AND_LOCAL,4.1,890,100000,Free,0.0,Everyone,Travel & Local;Action & Adventure,09-08-2017,4.0.38,4.4 and up,7.6
GPS Status & Toolbox,TRAVEL_AND_LOCAL,4.5,149723,10000000,Free,0.0,Everyone,Travel & Local,13-06-2018,8.1.171,4.0 and up,4.1
Airport + Flight Tracker Radar,TRAVEL_AND_LOCAL,4.2,6762,1000000,Free,0.0,Everyone,Travel & Local,14-07-2015,8.0,4.0 and up,8.5
Scout GPS Navigation & Meet Up,TRAVEL_AND_LOCAL,4.2,120373,5000000,Free,0.0,Everyone,Travel & Local,31-07-2018,3.19.35.999,4.0.3 and up,31.0
Street Panorama View,TRAVEL_AND_LOCAL,4.2,40225,1000000,Free,0.0,Everyone,Travel & Local,18-07-2018,4.0.3,4.1 and up,4.1
DreamTrips,TRAVEL_AND_LOCAL,4.7,9971,500000,Free,0.0,Teen,Travel & Local,06-08-2018,1.28.1,5.0 and up,22.0
Sygic Truck GPS Navigation,TRAVEL_AND_LOCAL,4.2,18294,1000000,Free,0.0,Everyone,Travel & Local,02-08-2018,13.8.3,4.0 and up,28.0
Moto File Manager,TOOLS,4.1,38655,10000000,Free,0.0,Everyone,Tools,01-02-2018,v3.7.93,5.0 and up,5.9
Motorola Alert,TOOLS,4.2,24199,50000000,Free,0.0,Everyone,Tools,21-11-2014,1.02.53,4.4 and up,3.9
Cache Cleaner-DU Speed Booster (booster & cleaner),TOOLS,4.5,12759663,100000000,Free,0.0,Everyone,Tools,25-07-2018,3.1.2,4.0 and up,15.0
Moto Suggestions ™,TOOLS,4.6,308,1000000,Free,0.0,Everyone,Tools,08-06-2018,0.2.32,8.0 and up,4.3
myMetro,TOOLS,4.0,26189,10000000,Free,0.0,Everyone,Tools,27-06-2018,MyMetro_HTML_2.0_430029,4.0 and up,5.3
My Telcel,TOOLS,3.1,45838,50000000,Free,0.0,Everyone,Tools,25-07-2018,7.6.1,4.1 and up,16.0
"Calculator - free calculator, multi calculator app",TOOLS,4.6,25592,10000000,Free,0.0,Everyone,Tools,31-07-2018,v8.0.1.8.0629.1,4.2 and up,7.5
"Calculator - free calculator ,multi calculator app",TOOLS,4.4,1236,100000,Free,0.0,Everyone,Tools,06-07-2018,8.1.6,4.2 and up,5.8
SHAREit - Transfer & Share,TOOLS,4.6,7790693,500000000,Free,0.0,Everyone,Tools,30-07-2018,4.5.28_ww,4.1 and up,17.0
Files Go by Google: Free up space on your phone,TOOLS,4.6,315585,10000000,Free,0.0,Everyone,Tools,18-07-2018,1.0.204375696,5.0 and up,8.5
Nokia mobile support,TOOLS,4.4,12215,5000000,Free,0.0,Everyone,Tools,01-08-2018,1.7.4,7.0 and up,9.1
File Manager -- Take Command of Your Files Easily,TOOLS,4.2,127223,10000000,Free,0.0,Everyone,Tools,03-08-2018,v7.0.7.1.0625.1_06_0629,5.0 and up,7.6
Samsung Calculator,TOOLS,4.4,9602,100000000,Free,0.0,Everyone,Tools,05-07-2018,6.0.61.5,7.0 and up,2.5
Clear,TOOLS,3.1,24151,10000000,Free,0.0,Everyone,Tools,06-08-2018,11.7.0,4.1 and up,15.0
AT&T Smart Wi-Fi,TOOLS,3.9,18513,10000000,Free,0.0,Everyone,Tools,26-04-2018,3.2,4.1 and up,6.1
Sound Recorder: Recorder & Voice Changer Free,TOOLS,3.9,14552,10000000,Free,0.0,Everyone,Tools,31-07-2018,v7.0.9.1.0526.1_06_0704,5.0 and up,17.0
TouchPal Keyboard for vivo,TOOLS,4.3,357,1000000,Free,0.0,Everyone,Tools,30-05-2018,6.2.6.7,4.0.3 and up,58.0
Google Assistant Go,TOOLS,3.7,315,500000,Free,0.0,Everyone,Tools,27-07-2018,1.8.203182757.armeabi-v7a.release,8.0 and up,4.6
My love,TOOLS,3.5,163997,10000000,Free,0.0,Everyone,Tools,05-08-2018,5.36,4.2 and up,16.0
DuraSpeed,TOOLS,3.8,5431,10000000,Free,0.0,Everyone,Tools,13-11-2017,1.5.0,6.0 and up,1.3
HTC Sense Input-LV,TOOLS,3.6,59,50000,Free,0.0,Everyone,Tools,22-04-2014,9.7.753080,4.1 and up,2.3
HTC Sense Input-CA,TOOLS,3.1,124,100000,Free,0.0,Everyone,Tools,22-04-2014,9.7.753080,4.1 and up,1.9
HTC Sense Input-AR,TOOLS,3.8,1420,100000,Free,0.0,Everyone,Tools,22-04-2014,9.7.753080,4.1 and up,2.7
Digital Alarm Clock,TOOLS,4.2,118439,10000000,Free,0.0,Everyone,Tools,19-06-2018,10.4,4.4 and up,16.0
Alarm Clock Free,TOOLS,4.0,59973,10000000,Free,0.0,Everyone,Tools,16-03-2018,1.2.5,4.0 and up,11.0
Puzzle Alarm Clock ⏰,TOOLS,4.3,32111,1000000,Free,0.0,Everyone,Tools,03-08-2018,3.1.0.1126,4.4 and up,5.3
I Can't Wake Up! Alarm Clock,TOOLS,4.5,70404,1000000,Free,0.0,Everyone,Tools,25-05-2018,3.4.0,4.0 and up,4.2
Brightest Flashlight - LED Light,TOOLS,4.5,876866,50000000,Free,0.0,Everyone,Tools,27-07-2018,1.4.9,4.0.3 and up,9.1
LED Flashlight,TOOLS,4.4,207706,10000000,Free,0.0,Everyone,Tools,10-07-2017,2.4,3.0 and up,4.3
"CM Flashlight (Compass, SOS)",TOOLS,4.4,166367,5000000,Free,0.0,Everyone,Tools,25-05-2018,1.4.0,2.3 and up,1.8
Flashlight - Torch LED Light,TOOLS,4.4,192661,10000000,Free,0.0,Everyone,Tools,07-07-2018,2.4.1,4.1 and up,8.5
Super Flashlight + LED,TOOLS,4.3,54207,5000000,Free,0.0,Everyone,Tools,11-07-2017,3.2,3.0 and up,4.4
Brightest Flashlight Free ®,TOOLS,4.7,1335799,50000000,Free,0.0,Everyone,Tools,27-10-2017,2.5.2,4.2 and up,3.8
Fraction Calculator Plus Free,TOOLS,4.5,148506,5000000,Free,0.0,Everyone,Tools,15-07-2018,Varies with device,Varies with device,11.0
CALCU™ Stylish Calculator Free,TOOLS,4.7,152692,5000000,Free,0.0,Everyone,Tools,07-07-2018,3.5.6,4.1 and up,11.0
Calculator with Percent (Free),TOOLS,4.8,48211,1000000,Free,0.0,Everyone,Tools,18-11-2017,32.1,4.1 and up,7.4
Graphing Calculator,TOOLS,3.9,12388,1000000,Free,0.0,Everyone,Tools,01-04-2016,1.17,2.3 and up,5.3
Unit Converter,TOOLS,4.5,85387,1000000,Free,0.0,Everyone,Tools,03-07-2018,2.1.54,4.0 and up,5.4
Calculator ++,TOOLS,4.6,33509,1000000,Free,0.0,Everyone,Tools,12-05-2018,2.2.7,4.4 and up,3.6
ConvertPad - Unit Converter,TOOLS,4.4,90831,10000000,Free,0.0,Everyone,Tools,18-06-2017,3.1.00,4.2 and up,4.3
Classic Calculator,TOOLS,4.0,85659,5000000,Free,0.0,Everyone,Tools,25-02-2018,1.51,3.0 and up,27.0
weight conversion calculator,TOOLS,4.0,807,100000,Free,0.0,Everyone,Tools,18-05-2018,20180517,2.3 and up,1.8
Age Calculator,TOOLS,4.4,24265,1000000,Free,0.0,Everyone,Tools,25-07-2017,4.0.6,4.0.3 and up,3.3
EzCalculator,TOOLS,4.1,1657,100000,Free,0.0,Everyone,Tools,17-09-2017,2.1.0,5.0 and up,2.0
SuperVPN Free VPN Client,TOOLS,4.3,576454,50000000,Free,0.0,Everyone,Tools,05-02-2018,2.0.9,4.0.3 and up,6.1
Hideman VPN,TOOLS,4.1,88675,5000000,Free,0.0,Everyone,Tools,24-07-2018,6.0.1,4.0 and up,9.6
Fast Secure VPN,TOOLS,4.3,56848,1000000,Free,0.0,Everyone,Tools,18-05-2018,1.6.11,4.1 and up,9.6
Free & Premium VPN - FinchVPN,TOOLS,4.2,19096,1000000,Free,0.0,Everyone,Tools,05-07-2018,2.0.2,4.1 and up,10.0
Hotspot Shield Free VPN Proxy & Wi-Fi Security,TOOLS,4.2,1116393,50000000,Free,0.0,Everyone,Tools,06-08-2018,6.1.0,4.1 and up,8.2
OpenVPN Connect – Fast & Safe SSL VPN Client,TOOLS,4.2,154578,10000000,Free,0.0,Everyone,Tools,25-05-2018,3.0.5,4.1 and up,14.0
"VPN - Fast, Secure & Unlimited WiFi with VyprVPN",TOOLS,4.2,40676,1000000,Free,0.0,Everyone,Tools,05-07-2018,2.27.1,4.1 and up,25.0
FREEDOME VPN Unlimited anonymous Wifi Security,TOOLS,4.3,39833,1000000,Free,0.0,Everyone,Tools,09-07-2018,2.5.1.7592,4.0.3 and up,9.9
SurfEasy Secure Android VPN,TOOLS,4.5,273283,5000000,Free,0.0,Everyone,Tools,11-07-2018,4.1.0,4.0.3 and up,22.0
VPN Free - Betternet Hotspot VPN & Private Browser,TOOLS,4.5,801054,10000000,Free,0.0,Everyone,Tools,01-08-2018,4.3.0,4.1 and up,8.9
Smart Keyboard Trial,TOOLS,4.1,65597,10000000,Free,0.0,Everyone,Tools,28-04-2017,4.20.1,2.3 and up,2.4
"Emoji keyboard - Cute Emoticons, GIF, Stickers",TOOLS,4.4,1107320,50000000,Free,0.0,Everyone,Tools,07-08-2018,3.4.500,4.1 and up,25.0
Wifi Analyzer,TOOLS,4.4,335115,10000000,Free,0.0,Everyone,Tools,07-04-2018,3.11.2,6.0 and up,1.8
Network Signal Info,TOOLS,4.1,33926,1000000,Free,0.0,Everyone,Tools,03-08-2018,4.78.06,4.2 and up,17.0
osmino Wi-Fi: free WiFi,TOOLS,4.2,134203,10000000,Free,0.0,Everyone,Tools,06-08-2018,6.06.14,4.4 and up,4.1
WiFi Overview 360,TOOLS,4.1,15693,1000000,Free,0.0,Everyone,Tools,03-08-2018,4.32.07,4.2 and up,18.0
Speedcheck,TOOLS,4.6,48979,1000000,Free,0.0,Everyone,Tools,04-08-2018,5.0.0.8,4.0.3 and up,14.0
NETGEAR WiFi Analytics,TOOLS,4.1,9496,1000000,Free,0.0,Everyone,Tools,25-04-2014,1.0.19,2.2 and up,0.6796875
Keypad Lock Screen,TOOLS,4.2,428581,10000000,Free,0.0,Everyone,Tools,17-07-2018,1.33,4.0 and up,4.7
photo keypad lockscreen,TOOLS,4.1,225544,10000000,Free,0.0,Everyone,Tools,17-07-2018,3.1.2,4.0 and up,8.1
Solo Locker (DIY Locker),TOOLS,4.5,474439,10000000,Free,0.0,Everyone,Tools,26-06-2018,6.1.7.5,4.2 and up,7.9
Lock Screen,TOOLS,4.0,41137,1000000,Free,0.0,Everyone,Tools,15-11-2017,1.7.3,3.2 and up,4.6
ZERO Lock Screen,TOOLS,3.5,75336,1000000,Free,0.0,Everyone,Tools,05-02-2016,1.3,4.0 and up,0.53125
AppLock - Fingerprint,TOOLS,4.4,745245,10000000,Free,0.0,Everyone,Tools,13-04-2018,7.2.0,2.3 and up,3.5
Screen Off and Lock,TOOLS,4.1,172990,10000000,Free,0.0,Everyone,Tools,02-12-2017,1.17.4,2.2 and up,0.5126953125
Screen Lock,TOOLS,4.2,68309,1000000,Free,0.0,Everyone,Tools,23-11-2017,v3.9f,4.0 and up,2.1
Funny Ringtones,PERSONALIZATION,4.4,7146,1000000,Free,0.0,Everyone 10+,Personalization,02-02-2018,1.1,4.0 and up,14.0
"XOS - Launcher,Theme,Wallpaper",PERSONALIZATION,4.6,49657,5000000,Free,0.0,Everyone,Personalization,06-08-2018,3.6.21_pre,4.4 and up,8.7
3D Live Neon Weed Launcher,PERSONALIZATION,4.5,1724,100000,Free,0.0,Mature 17+,Personalization,26-06-2018,5.34.10,4.0.3 and up,21.0
Golden Launcher,PERSONALIZATION,4.4,32794,5000000,Free,0.0,Everyone,Personalization,31-07-2018,1.284.1.83,4.2 and up,12.0
Launcher,PERSONALIZATION,4.5,102923,1000000,Free,0.0,Everyone,Personalization,10-07-2018,2.1.2,5.0 and up,18.0
"CM Launcher 3D - Theme, Wallpapers, Efficient",PERSONALIZATION,4.6,6702776,100000000,Free,0.0,Teen,Personalization,03-08-2018,5.41.0,4.0.3 and up,17.0
4K Wallpapers and Ultra HD Backgrounds,PERSONALIZATION,4.6,7583,500000,Free,0.0,Everyone 10+,Personalization,04-07-2018,2.6.2.1,4.0.3 and up,3.8
Birds Sounds Ringtones & Wallpapers,PERSONALIZATION,4.6,5073,1000000,Free,0.0,Everyone 10+,Personalization,25-09-2017,1.1,4.0 and up,23.0
Funny Alarm Clock Ringtones,PERSONALIZATION,4.5,15633,1000000,Free,0.0,Everyone,Personalization,09-03-2017,1.1,4.0.3 and up,14.0
ZenUI Launcher,PERSONALIZATION,4.7,1141545,50000000,Free,0.0,Everyone,Personalization,31-07-2018,Varies with device,Varies with device,15.0
"Color Call - Caller Screen, LED Flash",PERSONALIZATION,4.7,29485,1000000,Free,0.0,Everyone,Personalization,20-07-2018,1.0.4,4.0 and up,9.9
New Launcher 2018,PERSONALIZATION,4.4,142393,10000000,Free,0.0,Everyone,Personalization,31-07-2018,1.284.1.126,4.2 and up,12.0
Diamond Zipper Lock Screen,PERSONALIZATION,4.3,71688,10000000,Free,0.0,Everyone,Personalization,11-06-2018,3.5,4.1 and up,12.0
"Emoji Keyboard - Cute Emoji,GIF, Sticker, Emoticon",PERSONALIZATION,4.7,114851,10000000,Free,0.0,Everyone,Personalization,20-07-2018,2.1.9,4.1 and up,20.0
3D Blue Glass Water Keyboard Theme,PERSONALIZATION,4.1,62209,10000000,Free,0.0,Everyone,Personalization,01-07-2018,6.7.1,4.0.3 and up,7.4
Backgrounds (HD Wallpapers),PERSONALIZATION,4.7,202474,10000000,Free,0.0,Teen,Personalization,09-08-2017,2.6.0,4.0 and up,3.0
New 2018 Keyboard,PERSONALIZATION,4.6,298321,10000000,Free,0.0,Everyone,Personalization,05-08-2018,2.5.5.9,4.2 and up,14.0
"APUS Launcher - Theme, Wallpaper, Hide Apps",PERSONALIZATION,4.5,5783441,100000000,Free,0.0,Everyone,Personalization,06-08-2018,3.9.7,4.0.3 and up,14.0
ZenUI Themes – Stylish Themes,PERSONALIZATION,4.4,47393,10000000,Free,0.0,Everyone,Personalization,24-05-2018,1.8.0.24_180511,5.0 and up,7.2
"Keyboard - wallpapers , photos",PERSONALIZATION,4.4,55525,10000000,Free,0.0,Everyone,Personalization,26-02-2018,1.2.7,4.0 and up,22.0
Lovely Cute Pink Kitty Cat Keyboard Theme,PERSONALIZATION,4.3,2267,500000,Free,0.0,Everyone,Personalization,09-07-2018,6.7.5,4.0.3 and up,7.2
Microsoft Launcher,PERSONALIZATION,4.6,649568,10000000,Free,0.0,Everyone,Personalization,01-08-2018,4.12.0.44682,4.2 and up,26.0
Goku Wallpaper Art,PERSONALIZATION,4.7,6342,1000000,Free,0.0,Everyone,Personalization,13-07-2018,1.8,4.1 and up,38.0
Door Lock Screen,PERSONALIZATION,4.3,5413,1000000,Free,0.0,Everyone,Personalization,28-07-2018,3.3.a,4.0 and up,3.9
Cute wallpapers & kawaii backgrounds images,PERSONALIZATION,4.6,4724,1000000,Free,0.0,Everyone,Personalization,30-07-2018,1.2,4.0.3 and up,5.4
ASUS Cover for ZenFone 2,PERSONALIZATION,4.4,43960,10000000,Free,0.0,Everyone,Personalization,01-12-2017,2.0.0.39_171124,5.0 and up,9.8
"Hola Launcher- Theme,Wallpaper",PERSONALIZATION,4.5,3277209,100000000,Free,0.0,Everyone,Personalization,09-05-2018,3.2.5,4.0 and up,7.6
OnePlus Icon Pack - Square,PERSONALIZATION,4.7,229,500000,Free,0.0,Everyone,Personalization,23-05-2018,1.9.1.180419172630.4a15962,5.0 and up,1.1
Live 3D Neon Blue Love Heart Keyboard Theme,PERSONALIZATION,4.3,6626,1000000,Free,0.0,Everyone,Personalization,25-07-2018,6.7.25.2018,4.0.3 and up,9.1
Pink Diamond Princess Keyboard Theme,PERSONALIZATION,3.7,10796,1000000,Free,0.0,Everyone,Personalization,06-07-2018,6.7.5,4.0.3 and up,6.8
"Wallpapers HD, 4K Backgrounds",PERSONALIZATION,4.7,273994,10000000,Free,0.0,Everyone,Personalization,23-07-2018,2.3.27,4.4 and up,12.0
Photo Lock App - Hide Pictures & Videos,PERSONALIZATION,4.5,29203,5000000,Free,0.0,Everyone,Personalization,10-12-2017,40.0,4.0 and up,3.3
Romantic Love Photo Frames,PERSONALIZATION,4.4,18918,5000000,Free,0.0,Everyone,Personalization,19-06-2018,1.14,4.0 and up,12.0
Colorful Glitter Neon Butterfly Keyboard Theme,PERSONALIZATION,4.3,2056,500000,Free,0.0,Everyone,Personalization,25-07-2018,6.7.24.2018,4.0.3 and up,9.8
OnePlus Icon Pack,PERSONALIZATION,4.8,440,500000,Free,0.0,Everyone,Personalization,23-05-2018,1.9.2.180419172639.dbf3246,5.0 and up,0.8984375
Water Garden Live Wallpaper,PERSONALIZATION,4.6,66453,5000000,Free,0.0,Everyone,Personalization,10-04-2018,1.57,2.3 and up,14.0
Water Droplets Keyboard Theme,PERSONALIZATION,4.1,398,100000,Free,0.0,Everyone,Personalization,29-06-2018,6.6.28,4.0.3 and up,6.8
"FUN Keyboard – Emoji Keyboard, Sticker,Theme & GIF",PERSONALIZATION,4.7,12089,500000,Free,0.0,Everyone,Personalization,03-07-2018,1.2.5,4.0 and up,27.0
Freeme Launcher—Stylish Theme,PERSONALIZATION,4.1,2828,100000,Free,0.0,Everyone,Personalization,22-01-2017,2.11.5,4.1 and up,7.4
Ringtones & Wallpapers for Me,PERSONALIZATION,4.2,89342,10000000,Free,0.0,Everyone,Personalization,30-01-2018,1.13,4.1 and up,29.0
Zooper Widget,PERSONALIZATION,4.0,30498,1000000,Free,0.0,Everyone,Personalization,11-03-2015,2.60,3.2 and up,5.9
Beautiful Widgets Pro,PERSONALIZATION,4.2,97890,1000000,Paid,2.49,Everyone,Personalization,24-08-2016,5.7.8,2.3 and up,14.0
Beautiful Widgets Free,PERSONALIZATION,3.9,25037,1000000,Free,0.0,Everyone,Personalization,20-10-2016,5.7.6,2.3 and up,14.0
HD Widgets,PERSONALIZATION,4.3,58617,1000000,Paid,0.99,Everyone,Personalization,07-12-2016,4.3.2,4.4 and up,26.0
DashClock Widget,PERSONALIZATION,4.1,62301,1000000,Free,0.0,Everyone,Personalization,11-05-2016,1.7.2,4.2 and up,1.9
Fancy Widgets,PERSONALIZATION,4.2,37237,5000000,Free,0.0,Everyone,Personalization,04-04-2014,3.5.6,1.6 and up,3.9
Kairo XP (for HD Widgets),PERSONALIZATION,4.4,1591,10000,Paid,0.99,Everyone,Personalization,07-01-2015,1.1,4.0.3 and up,0.7607421875
Best Wallpapers QHD,PERSONALIZATION,4.4,294701,10000000,Free,0.0,Teen,Personalization,17-03-2018,2.85,4.0.3 and up,5.1
Dog Licks Screen Wallpaper,PERSONALIZATION,4.3,63624,5000000,Free,0.0,Everyone,Personalization,20-11-2017,11.0,4.0.3 and up,10.0
Waterfall Live Wallpaper,PERSONALIZATION,4.1,112977,10000000,Free,0.0,Everyone,Personalization,22-05-2018,3.6,4.1 and up,13.0
Galaxy Live Wallpaper,PERSONALIZATION,4.2,58052,5000000,Free,0.0,Teen,Personalization,14-09-2017,1.1.8,2.3.3 and up,4.0
Northern Lights FREE (Aurora),PERSONALIZATION,4.1,12180,1000000,Free,0.0,Everyone,Personalization,24-12-2016,1.3,2.1 and up,5.4
Flowers Live Wallpaper,PERSONALIZATION,4.1,118459,10000000,Free,0.0,Everyone,Personalization,27-10-2017,4.0,4.1 and up,3.3
Petals 3D live wallpaper,PERSONALIZATION,4.2,112479,10000000,Free,0.0,Everyone,Personalization,25-07-2018,3.0.5,4.2 and up,4.3
Galactic Core Free Wallpaper,PERSONALIZATION,4.1,69417,10000000,Free,0.0,Everyone,Personalization,01-05-2014,2.41,2.1 and up,0.8330078125
LINE Launcher,PERSONALIZATION,4.4,733838,10000000,Free,0.0,Everyone,Personalization,29-06-2018,2.4.25,4.0.3 and up,21.0
Asteroids 3D live wallpaper,PERSONALIZATION,4.1,157495,10000000,Free,0.0,Everyone,Personalization,24-07-2018,4.0.0.7,4.4 and up,6.4
Sun Rise Free Live Wallpaper,PERSONALIZATION,4.3,86481,10000000,Free,0.0,Everyone,Personalization,31-01-2018,4.8.3,4.0 and up,8.6
Wallpapers HD,PERSONALIZATION,4.6,484981,10000000,Free,0.0,Everyone,Personalization,28-11-2016,1.7.1,3.0 and up,2.1
Tiger Live Wallpaper,PERSONALIZATION,4.1,77724,5000000,Free,0.0,Teen,Personalization,31-05-2018,2.7.2,4.0 and up,7.1
Pink Roses Live Wallpaper,PERSONALIZATION,4.2,33074,1000000,Free,0.0,Everyone,Personalization,04-05-2018,4.1,4.1 and up,3.3
Butterfly Live Wallpaper,PERSONALIZATION,4.1,35771,5000000,Free,0.0,Everyone,Personalization,04-05-2018,4.1,4.1 and up,3.5
Koi Free Live Wallpaper,PERSONALIZATION,4.2,290241,50000000,Free,0.0,Everyone,Personalization,24-06-2014,1.9,2.1 and up,4.1
Wallpaper,PERSONALIZATION,4.5,69488,1000000,Free,0.0,Everyone,Personalization,08-07-2018,6.07,4.1 and up,9.7
Wolves Live Wallpaper,PERSONALIZATION,4.3,10401,1000000,Free,0.0,Everyone,Personalization,27-10-2017,7.5,4.1 and up,3.3
Horses Live Wallpaper,PERSONALIZATION,4.2,28806,1000000,Free,0.0,Everyone,Personalization,22-05-2018,18.0,4.1 and up,7.1
Tropical Beach Live Wallpaper,PERSONALIZATION,4.0,11343,1000000,Free,0.0,Everyone,Personalization,22-05-2018,18.0,4.1 and up,8.4
Glowing Flowers Live Wallpaper,PERSONALIZATION,4.2,66730,5000000,Free,0.0,Everyone,Personalization,21-05-2018,18.0,4.1 and up,7.0
Dolphins Live Wallpaper,PERSONALIZATION,4.2,25807,1000000,Free,0.0,Everyone,Personalization,29-10-2017,15.0,4.1 and up,5.5
Buzz Launcher-Smart&Free Theme,PERSONALIZATION,4.4,251616,10000000,Free,0.0,Everyone,Personalization,13-11-2017,1.9.7.07,4.0.3 and up,13.0
BIG Launcher,PERSONALIZATION,4.3,881,10000,Paid,9.99,Everyone,Personalization,20-06-2018,2.5.9,2.1 and up,5.9
"iKeyboard - emoji, emoticons",PERSONALIZATION,4.5,624924,10000000,Free,0.0,Everyone,Personalization,01-08-2018,4.8.2.2195,4.1 and up,24.0
